"ID","Prediction"
494,3409529
495,5113085
496,5461354
497,3427602
498,4202969
499,3648441.75
500,4738934.5
501,2342716.5
502,4550678
503,5593748
504,6199564.5
505,3364933.25
506,3271924
507,4690292
508,4153937.25
509,4153046
510,6493658.5
511,5402218
512,3125106
513,5431277.5
514,2741343
515,1466783.375
516,2496197
517,4543714.5
518,4542570
519,3644556
520,5383856.5
521,6393486.5
522,5745175.5
523,7184079.5
524,4363286
525,4171266.25
526,1902464.125
527,5612713.5
528,5979007.5
529,4341224.5
530,3350476.75
531,6298406.5
532,4296406.5
533,3103317.75
534,5857950
535,3148639.25
536,5572171.5
537,3189016.75
538,4765595.5
539,6878782
540,5158950
541,2991663.5
542,3146990
543,3848146.5
544,3795573.75
545,5584896.5
546,3417947.75
547,4354967
548,4419595.5
549,3041603.25
550,4550918.5
551,4701794.5
552,6354853.5
553,6679572.5
554,5333703
555,4092079.75
556,3260896.75
557,5485001.5
558,5139346.5
559,3455755.25
560,4131700
561,3985662.25
562,2341248
563,3364026.75
564,2039803.125
565,3640401.5
566,3005115.5
567,6774640.5
568,4485584.5
569,4456991.5
570,4221680
571,4623984.5
572,2256658
573,6941224
574,3571867.25
575,2694738.25
576,15884034
577,6596634.5
578,5194719.5
579,4777936.5
580,2505248
581,4404123.5
582,5640633
583,6465286
584,4637298
585,5157855.5
586,3476900.75
587,3237033.75
588,5225569.5
589,7412486.5
590,4487363.5
591,5745961.5
592,3901126.25
593,2737866.5
594,2724663.5
595,3136333
596,2873669.75
597,4858510.5
598,4247259.5
599,4205930.5
600,5231558
601,6627754.5
602,6014352.5
603,1840616.625
604,2286514.25
605,4175216.5
606,3539579.75
607,3122904.25
608,2409040.25
609,5831345.5
610,8951552
611,2558711.5
612,6196664.5
613,3199289.5
614,4927196.5
615,3627398
616,4318782
617,4451892.5
618,6798137
619,4900007
620,3209313.25
621,15820972
622,5475221
623,7662982.5
624,2347495.25
625,4668170
626,4297585
627,4218381
628,2302303.5
629,5418463
630,5139394
631,5002471.5
632,3275640.5
633,7920840.5
634,2865669.5
635,4135080.5
636,6266035
637,3368653.75
638,6690824.5
639,5307124
640,5130558.5
641,6439481.5
642,2771952.25
643,7442622
644,5635211.5
645,2691957.5
646,5066552
647,3819192.75
648,3713428.75
649,2763311
650,2525443.25
651,5702787
652,5822069
653,6973240.5
654,3395790.75
655,5594458
656,3080670.5
657,3182932.25
658,4627653
659,3704807.5
660,3895947.5
661,4781469.5
662,5692836.5
663,6836683.5
664,3880027
665,4628800
666,6021157
667,3641170.75
668,4334744.5
669,4331712.5
670,5112932
671,4654542.5
672,5154939
673,3427828.5
674,4073133.5
675,2645855
676,4886976
677,3522626.5
678,2279950.5
679,4486629
680,3031067.5
681,4565924.5
682,3956273
683,4630799.5
684,3168813.75
685,6895536
686,3171602.75
687,3888403.75
688,3115263.5
689,3987945
690,4881130.5
691,3734249
692,3147075.75
693,3949008.25
694,3747892.75
695,2930170.5
696,4860251.5
697,6634961.5
698,5089551.5
699,3945838.5
700,5513426
701,4633775.5
702,3718440
703,7924659.5
704,5405444.5
705,7253882.5
706,4468340
707,3500449.75
708,6483028.5
709,4616722.5
710,5955027.5
711,4972124
712,3609202.75
713,3355832.75
714,5323491
715,4288427.5
716,3169557.25
717,7258451.5
718,4207311.5
719,3934678.5
720,3669601
721,6383180.5
722,6310141
723,2277260.5
724,5699672.5
725,3491700.5
726,2384912.5
727,6800395.5
728,4964938.5
729,4619817.5
730,3628359.75
731,4158743
732,5814858
733,15572824
734,4510546
735,3331538.25
736,2779879.25
737,4713804.5
738,3570179
739,3182347.5
740,3319487.25
741,5738789
742,4560539.5
743,3678985.75
744,4466590.5
745,3971719.5
746,4545308
747,4491303.5
748,4422388.5
749,3895475.25
750,6235208
751,2314609
752,3192213.5
753,1224988.25
754,3121635.5
755,4040882.75
756,3817013.5
757,4248094.5
758,5209593.5
759,6341137
760,4212015.5
761,5424227.5
762,3083706.25
763,3204492.25
764,4776062
765,5829669
766,3644827
767,4241007.5
768,4698154.5
769,5077912.5
770,3052305.5
771,4460085.5
772,4264493.5
773,3558597.75
774,2867770
775,4109370.5
776,2988134.5
777,4611551.5
778,4063085.5
779,4549008
780,3908628.5
781,3763511.75
782,5538476
783,4036267
784,5802409.5
785,3843684
786,5547119
787,6923828.5
788,6916062.5
789,4052837.75
790,3828335
791,4297591
792,2704386
793,3280691.5
794,2515771
795,5216786.5
796,3243596
797,2364422
798,3049973.75
799,5775748
800,4733243.5
801,2982280.5
802,4984143.5
803,3028510.25
804,5893382.5
805,3820428.25
806,4279073
807,5028502.5
808,2784474.75
809,2161368
810,4393497.5
811,4185592.75
812,8020758
813,5477467.5
814,2065636.625
815,3956226.25
816,4982834
817,3109283.5
818,4086428.75
819,2424132
820,3627748.5
821,3860974.5
822,3423145.75
823,4353878
824,5540981.5
825,3862399.25
826,4870606.5
827,2422282.75
828,7016054.5
829,2956655
830,4712136
831,2849549
832,4433383
833,5528956.5
834,5320777
835,2365871
836,1333765.625
837,5022352
838,3251910.75
839,1756385.375
840,2980633.5
841,3263837.5
842,7241343
843,3257280.5
844,6903418.5
845,5348062
846,5406498
847,5135892.5
848,3228669.25
849,4291018
850,3077354
851,4878817.5
852,6785887.5
853,4232134
854,4053792.25
855,5190830
856,7182310.5
857,6299283
858,3855588.25
859,6111136.5
860,2874440.25
861,4352446.5
862,5113100
863,4482236.5
864,6711341
865,15504562
866,4946691.5
867,2362116.75
868,4610874.5
869,4491561.5
870,1654487.875
871,5642136.5
872,5605691.5
873,4882610
874,4275679
875,3058113.75
876,3311886
877,5402218
878,3516429
879,6923298.5
880,2880453.5
881,3910720.25
882,5930216.5
883,2556431.5
884,4491271
885,4535752.5
886,2957125.75
887,5531195
888,3231948.25
889,4697510
890,3429822.75
891,3100832.5
892,5712514
893,4153558.5
894,5788006
895,4025589.5
896,4555213.5
897,4912730.5
898,4122087.75
899,4668228
900,2908321
901,5590662
902,7145031.5
903,4341107
904,2446010
905,5507944.5
906,4245626.5
907,3009219.75
908,4273749
909,2612498.75
910,5265205.5
911,5356967.5
912,3816751
913,4331312
914,4398798.5
915,6785230.5
916,1870480.25
917,4239945.5
918,3084601
919,3119295.75
920,3389550.75
921,3471425.75
922,6464143
923,4097595.75
924,3814859
925,4783244.5
926,5602886
927,3908834
928,5534478
929,2733067.5
930,3228105
931,2517600.25
932,3496809.25
933,3197936.25
934,3431563.25
935,4186311.5
936,2403035.75
937,5278932.5
938,5562539
939,7014528.5
940,6543989
941,3547379.75
942,4168151
943,4246450.5
944,3576698
945,1819708.875
946,3957618.25
947,3092331.5
948,3652760.75
949,2856531.5
950,6607724.5
951,3034677.5
952,3521556.75
953,3055090.5
954,7807304.5
955,5161793.5
956,3325163.5
957,15161034
958,5419287.5
959,3954300
960,7488710
961,4681423
962,3962829
963,4220292.5
964,5227858.5
965,3257393.5
966,5945457
967,6287709.5
968,3388171.75
969,2117701
970,2551290.75
971,2709608.25
972,2682577.75
973,2690167.5
974,5988195
975,4083038.75
976,2841811.75
977,6121774.5
978,4698382.5
979,5735085.5
980,4179694.5
981,1678941.5
982,3713964
983,5636442
984,16122144
985,4296311.5
986,2229418.25
987,5369565.5
988,5431807.5
989,3942285
990,3839927.75
991,2106692.25
992,2984828.75
993,5982086
994,3954917.5
995,3162011.5
996,7306966
997,4593202.5
998,6201355
999,6535133
1000,6085632.5
1001,2753793.5
1002,3330707.5
1003,7144183.5
1004,3970159.5
1005,4001283
1006,5446907
1007,3092286.5
1008,2003644.375
1009,4454217
1010,3113741.75
1011,3927823
1012,3772151.75
1013,4977889
1014,4291465.5
1015,3892247
1016,4492577
1017,5756164.5
1018,4686284.5
1019,6746032.5
1020,4892146
1021,3779537.75
1022,6275559
1023,2098308
1024,4463650.5
1025,2788994.75
1026,5310657.5
1027,5329886.5
1028,4294474.5
1029,1871799.875
1030,4432413
1031,3088540.25
1032,2908708.5
1033,4804184.5
1034,4196167
1035,3072725.75
1036,4057054
1037,3914291.5
1038,5072958.5
1039,6731730.5
1040,2945239.5
1041,2410967.25
1042,1920388.625
1043,4168865.75
1044,3709242.75
1045,3999366.5
1046,4948872.5
1047,4664696.5
1048,3024969.75
1049,6103163.5
1050,4717798.5
1051,4955523
1052,2901320.5
1053,2835982.5
1054,6188337.5
1055,2681860
1056,4791165.5
1057,3259266.75
1058,2347274.75
1059,4256379.5
1060,4796086.5
1061,6026627
1062,4850652.5
1063,7410021.5
1064,4421662.5
1065,6606539
1066,4001928.75
1067,4806555
1068,7523318.5
1069,5604416
1070,4250067
1071,3625268.25
1072,4627346.5
1073,7072612.5
1074,7492907.5
1075,3796846.25
1076,6539044.5
1077,2467144.5
1078,2423110.75
1079,6515319
1080,5849687
1081,3780449
1082,4701361.5
1083,5494890.5
1084,3797054.25
1085,1943542.125
1086,3816805.75
1087,2775137.25
1088,3974915
1089,2964369.75
1090,5139520
1091,6014056
1092,4737718.5
1093,3469833
1094,5436977
1095,3116522.5
1096,1564465.75
1097,3006017.25
1098,5576616.5
1099,4280718
1100,4764844
1101,4783398.5
1102,3092754
1103,5761293
1104,5400578.5
1105,3763162.75
1106,6855235.5
1107,4660544.5
1108,5468606.5
1109,6656471
1110,6049855.5
1111,7292760.5
1112,3023791.25
1113,3352018.5
1114,3136210
1115,2611751.25
1116,3127221.25
1117,7969432.5
1118,6140006.5
1119,4148073.5
1120,4081839.75
1121,1848779.75
1122,3359661
1123,2377726
1124,3743722.5
1125,6361556.5
1126,6450856.5
1127,2299363.75
1128,6359105.5
1129,4109015.75
1130,3478610
1131,7140195
1132,4526136.5
1133,5323993
1134,5075615
1135,2787251.75
1136,5076659
1137,1774489.5
1138,5913837.5
1139,3405731.5
1140,6201341.5
1141,5133451
1142,4168734.75
1143,4206387.5
1144,3452884
1145,8004997.5
1146,5164302
1147,5574738.5
1148,3264357
1149,3789348
1150,4257301.5
1151,1875943.125
1152,4252389.5
1153,4003900.25
1154,5616216.5
1155,3394881.25
1156,2845397.5
1157,4603052
1158,5468151
1159,3828320.75
1160,4036920.75
1161,4849569
1162,6294986.5
1163,3066041.5
1164,4687472
1165,4297419.5
1166,4470305.5
1167,8694174
1168,3252033.5
1169,5411853.5
1170,2871079.5
1171,3567188.75
1172,1976531.875
1173,3606809.25
1174,3121635.5
1175,4475983
1176,5414559
1177,3976318.75
1178,6149777.5
1179,4875992.5
1180,4802508.5
1181,4850958.5
1182,7109014.5
1183,5568115
1184,3415239.25
1185,3059837.25
1186,4788978
1187,3315270.5
1188,3708333.25
1189,5259633.5
1190,6316127.5
1191,3524501
1192,4198513
1193,2953483
1194,3017704.25
1195,4149777.75
1196,3276207.5
1197,3269922
1198,3624329.25
1199,5841966.5
1200,16455678
1201,7465917
1202,3583427
1203,2768634.5
1204,3018466
1205,2438342.25
1206,5973338
1207,5433550
1208,5605642.5
1209,3878184.5
1210,3466629.75
1211,2636607.5
1212,5134142.5
1213,4549879.5
1214,5385007
1215,6566804.5
1216,7430912.5
1217,3911552
1218,2420852
1219,2972241.25
1220,3566441.25
1221,4696494.5
1222,5804077.5
1223,7047845.5
1224,5511185
1225,3870725.5
1226,5455034
1227,4421487.5
1228,3667408.25
1229,6363321
1230,3774528.5
1231,5771606.5
1232,2745455.75
1233,4262627
1234,3373656.5
1235,3893018.75
1236,6663204.5
1237,2707240.5
1238,4366704
1239,4057194.5
1240,3625010.25
1241,6243334
1242,4061314
1243,7017383
1244,5094169.5
1245,5197970.5
1246,3391112
1247,3765905.5
1248,1449263.25
1249,4831182.5
1250,4445921.5
1251,5472000.5
1252,4054275.5
1253,8257205
1254,7132336
1255,3009508
1256,3565853.75
1257,5129585.5
1258,6191095
1259,3890385.75
1260,3833074.25
1261,7955913
1262,4057430.25
1263,2793631
1264,4082757.25
1265,3583118.25
1266,3673227.25
1267,7046183.5
1268,3032962.25
1269,5363189
1270,3963448
1271,5018851.5
1272,4790216
1273,2611171.25
1274,5297572
1275,6522310.5
1276,2800343.5
1277,4477903.5
1278,5244461.5
1279,3121635.5
1280,3805393.25
1281,2715318.5
1282,5927631.5
1283,1744574.5
1284,6091554
1285,7061584
1286,2115791
1287,3948508
1288,3282893.25
1289,2354511.75
1290,3533758
1291,3295006.5
1292,5132144.5
1293,5795871.5
1294,5083228.5
1295,3585811
1296,5854754.5
1297,4335149.5
1298,4947651
1299,5264510.5
1300,4648387.5
1301,3396571.25
1302,3287278.5
1303,3957605.75
1304,1781911
1305,7199009.5
1306,4715662
1307,4854012.5
1308,4459923.5
1309,2886040.25
1310,5972490
1311,6077732.5
1312,5951496
1313,5973485.5
1314,5585444
1315,4481676
1316,4471957.5
1317,5734004.5
1318,7050045
1319,3727650
1320,6889707.5
1321,4215510.5
1322,5965136
1323,2858102.5
1324,7889187.5
1325,3022034.75
1326,3085339
1327,5108165.5
1328,4380599.5
1329,4450031.5
1330,6512159.5
1331,3174681.5
1332,7373423
1333,3298784.5
1334,3176139
1335,1772370.625
1336,2765706.5
1337,4342113.5
1338,2554975.5
1339,2162022.75
1340,4049630.25
1341,4895307.5
1342,3361300.75
1343,2196802.75
1344,16408806
1345,2541459.5
1346,3291688.75
1347,3150556.75
1348,3272222
1349,4157306.25
1350,3110900.75
1351,4303125.5
1352,3125685.25
1353,3969127
1354,3322673.5
1355,2649187.5
1356,4557477
1357,3272166.75
1358,3862175.75
1359,2347232.25
1360,4158526.5
1361,7308467.5
1362,7035291
1363,6062062
1364,6158440
1365,4118179.5
1366,2812291.5
1367,4355103.5
1368,4045581.5
1369,15394326
1370,5237129
1371,5133625
1372,16200566
1373,4001267.75
1374,3959683.25
1375,5358862
1376,4284086.5
1377,2967813.5
1378,3776721
1379,5496315.5
1380,4416318.5
1381,5045062.5
1382,3982974.75
1383,5912307.5
1384,2335251.5
1385,3677356
1386,4314698
1387,2031771.875
1388,4238907
1389,3102114.5
1390,3772692.25
1391,4889736
1392,4585154.5
1393,4258332
1394,7993867.5
1395,3394631
1396,3377590.5
1397,4200485.5
1398,6025317.5
1399,3599659.5
1400,4037649.25
1401,4408327.5
1402,3865689.75
1403,3465099.75
1404,2798773.5
1405,3664068.25
1406,3478421.75
1407,3597836.75
1408,3504314.75
1409,4207079
1410,3944558.75
1411,5743743.5
1412,3385401.5
1413,6024160.5
1414,4585868
1415,5298453
1416,4516371
1417,4063498.25
1418,2599515
1419,7194340.5
1420,7403020
1421,4439118
1422,4001946
1423,6050014
1424,6615695
1425,6217221
1426,1952704.5
1427,3767802.5
1428,3036215.75
1429,4165382.75
1430,3192137
1431,2992021.25
1432,7045813.5
1433,5973725.5
1434,2572976.5
1435,5026350.5
1436,2588054
1437,4380886
1438,2197278.5
1439,3480204.5
1440,5382095.5
1441,4491507.5
1442,1972557
1443,7244310.5
1444,2386847.5
1445,5508102.5
1446,7525874
1447,4725051
1448,5140186
1449,5858550.5
1450,4134932.5
1451,3288164.5
1452,6080084
1453,3177535.25
1454,3385278
1455,4462153
1456,4774587.5
1457,4794587
1458,8085522
1459,3145320.5
1460,5180350
1461,4154003
1462,5554489
1463,3313218
1464,2728814.75
1465,2077790.125
1466,4991661.5
1467,4772310
1468,4368916.5
1469,3599636
1470,4705384.5
1471,3642209.25
1472,4842102.5
1473,2408292.5
1474,5172824.5
1475,5084010.5
1476,3845054.25
1477,5089804.5
1478,3783190.75
1479,4435803
1480,4118630.75
1481,2345348.5
1482,4093133
1483,4436576
1484,4180650.75
1485,5718148
1486,4549287
1487,4685838
1488,5389073
1489,6933239.5
1490,2691402.75
1491,4310336.5
1492,5720944.5
1493,5077028.5
1494,5930907
1495,3698116.75
1496,4413296
1497,5050145.5
1498,2802252.75
1499,7197778.5
1500,5515131.5
1501,4469986.5
1502,5448017
1503,6520660.5
1504,4477215
1505,6748594.5
1506,3257431.5
1507,3257094.75
1508,2760970.5
1509,4476321
1510,3656934.25
1511,5309795
1512,5515300
1513,6751442.5
1514,5521562.5
1515,5083528.5
1516,6840247.5
1517,3992228.25
1518,4727606.5
1519,16264222
1520,4820060.5
1521,3293525
1522,5399153.5
1523,4894600.5
1524,5494447.5
1525,3040873.75
1526,3907593.5
1527,4681833.5
1528,5565220
1529,4129471.5
1530,4389000.5
1531,5728583.5
1532,3018859.25
1533,3702723.75
1534,4071864.25
1535,14819744
1536,4990160
1537,6351736.5
1538,5626356
1539,5037464.5
1540,6809498
1541,3097737.75
1542,5012575
1543,4327655
1544,16297374
1545,3206406.25
1546,3849167.75
1547,2914741.5
1548,4664934.5
1549,3375466.75
1550,3141731.5
1551,5226246.5
1552,3638118.5
1553,4290875
1554,4115198
1555,5757499
1556,4429892
1557,4172558.5
1558,4149322.5
1559,3377590.5
1560,8307408.5
1561,4200715.5
1562,1640087.75
1563,4959832.5
1564,6140842
1565,4893676
1566,3279069.25
1567,1876612.375
1568,1762940.75
1569,4844026
1570,3687984
1571,5578267
1572,5729011.5
1573,4046721
1574,3831624.75
1575,5063551
1576,4120885.75
1577,3154682
1578,2871123
1579,5039590.5
1580,3237647.75
1581,3526847.25
1582,3772984.5
1583,4327124.5
1584,5592543
1585,4254720
1586,3305310.5
1587,5938141.5
1588,3490798.75
1589,6317983.5
1590,2529895.75
1591,2435289
1592,5233498.5
1593,3941283
1594,4371178
1595,3507919.5
1596,3971016.5
1597,2964791.25
1598,5111162
1599,4425450
1600,3291846.25
1601,3532512.25
1602,4403786
1603,2758912.75
1604,5201508
1605,1705660
1606,3953048.25
1607,6959734
1608,5077802.5
1609,3570325.75
1610,7398907
1611,5934525.5
1612,2687039.5
1613,2676628.5
1614,3820175.5
1615,5815752
1616,4822062.5
1617,7662159
1618,4605625
1619,5488200
1620,3245671.75
1621,5893590
1622,3176432.5
1623,4246352
1624,3571806.75
1625,4871148.5
1626,3465413.5
1627,5182022.5
1628,7618201.5
1629,5838958
1630,4000945
1631,7100295.5
1632,3282759.25
1633,4008932
1634,4641749.5
1635,7086758.5
1636,3867811
1637,8177050.5
1638,3325823.25
1639,5157739.5
1640,3676547.75
1641,5388643
1642,4692529.5
1643,6215371.5
1644,3074800.75
1645,5971957
1646,4809733.5
1647,6027919
1648,2256796.5
1649,4600772.5
1650,5367037.5
1651,4656549
1652,3795651
1653,3703748
1654,2841746.5
1655,4041369.5
1656,6242698.5
1657,5479945
1658,5036756.5
1659,4294948.5
1660,3445979.5
1661,6437465.5
1662,3690055.25
1663,4550678
1664,4242717.5
1665,5229209
1666,2299012
1667,3855029.25
1668,3348002
1669,3711952.5
1670,3202612
1671,2506439.75
1672,4120617.5
1673,6522310.5
1674,3713274.75
1675,5041830
1676,4658991
1677,2400006.75
1678,5348199
1679,2892360.25
1680,3941193.5
1681,3572296.5
1682,3292248.25
1683,6187571
1684,4309889.5
1685,6902230.5
1686,2206199.5
1687,4434811
1688,1881427.875
1689,3451448.25
1690,3157671.75
1691,4473528.5
1692,3754880
1693,6210125
1694,4665594.5
1695,5151886
1696,3752859.25
1697,4809975
1698,2380108.75
1699,3649088
1700,5998964
1701,5094169.5
1702,3529330.75
1703,3517136.25
1704,4261519.5
1705,3793573.25
1706,4181923.5
1707,2645855
1708,5126721.5
1709,4573840.5
1710,3859882.5
1711,4463675
1712,4149464.75
1713,3573131.5
1714,3468758.75
1715,2982142.5
1716,6578581
1717,2879399
1718,3038983.25
1719,5767279
1720,4742291
1721,5291848.5
1722,3476851.25
1723,5608950
1724,4094334
1725,4368735.5
1726,2623047.25
1727,7161748.5
1728,3571028.5
1729,3170943.25
1730,3850188.75
1731,4508943.5
1732,4951306.5
1733,4793058
1734,5057404.5
1735,6707854
1736,5305252.5
1737,6394238.5
1738,4169284.25
1739,6853142.5
1740,3562744.75
1741,6208785.5
1742,2847306.75
1743,2360890.25
1744,3885532.5
1745,4228703.5
1746,3131624
1747,5126209.5
1748,3392305.75
1749,5707902
1750,3802913
1751,1521974.125
1752,2964149.5
1753,4648463
1754,7225388.5
1755,4572994
1756,4573949.5
1757,2913945.25
1758,4900999.5
1759,5206642.5
1760,3175912.75
1761,3356017.75
1762,4319414.5
1763,3087859.25
1764,2562080.25
1765,4959084.5
1766,3558617
1767,2580148.5
1768,6832059.5
1769,5461307
1770,4433614
1771,2593160.5
1772,1971475.375
1773,4941342
1774,1836806.625
1775,5330246
1776,4715816
1777,3465543.75
1778,5769426
1779,3860065.5
1780,4697810.5
1781,2093058.25
1782,4141209.5
1783,4515303.5
1784,4616072
1785,3772032.5
1786,7366601.5
1787,3716993.25
1788,4212697
1789,4584349.5
1790,1643265
1791,3017965.75
1792,3277973.75
1793,6102029.5
1794,3371160
1795,3556789.5
